stage,round,measurement_slot_count,measurement_tx_count,relay_scalar_count,alpha_rad,beta_rad,c_hat_x,c_hat_y,c_hat_error_to_target_d,event,failure,calibration_delta_x,calibration_delta_y,calibration_action_applied,receiver_id,c_hat_x_used,c_hat_y_used,angle_error_to_target_rad,estimated_x,estimated_y,estimated_position_error_d,estimator_success,estimator_residual_rad,selected_indices,delta_x,delta_y,action_applied
dynamic_calibration,1,2,4,2,1.0360379629237373,1.0895891597267546,2.125944143531268,3.589140344413903,0.17747284611685984,measure_current_reference,,-0.06297207176563391,-0.06251936463807439,True,,,,,,,,,,,,,
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,2,2.125944143531268,3.589140344413903,0.11125301157815737,1.6618235783039592,2.634969947319356,0.16597595683902386,True,2.220446049250313e-16,1;2,-0.16182357830395921,-0.036893735966040175,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,3,2.125944143531268,3.589140344413903,0.058655656332231354,2.5954408020991115,2.6166581389467876,0.09723288918062033,True,2.220446049250313e-16,0;2,-0.09544080209911154,-0.018581927593471548,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,4,2.125944143531268,3.589140344413903,0.04095129792268404,1.1106896308805503,1.794703048091145,0.12719079222543025,True,4.440892098500626e-16,1;2,-0.11068963088055028,-0.06265224052226781,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,5,2.125944143531268,3.589140344413903,0.0414345653999435,2.1247835967584465,1.6891830853233643,0.13194160689673684,True,0.0,1;2,-0.12478359675844652,0.04286772224551294,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,6,2.125944143531268,3.589140344413903,0.07805590743915491,3.1731060780116516,1.7541234798158418,0.17450764196647067,True,4.440892098500626e-16,0;2,-0.17310607801165157,-0.02207267224696463,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,7,2.125944143531268,3.589140344413903,0.04922296996317099,0.5960431570794091,0.9279222309550788,0.11426068980875348,True,0.0,1;2,-0.09604315707940914,-0.06189682717064038,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,8,2.125944143531268,3.589140344413903,0.05319550069472001,1.5525855879546422,0.9389729212405387,0.08992543780012119,True,5.706546346573305e-14,0;1,-0.05258558795464219,-0.07294751745610029,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,9,2.125944143531268,3.589140344413903,0.039942344126722595,2.617262374865275,0.8868779084579792,0.11910202143626415,True,0.0,0;1,-0.11726237486527502,-0.020852504673540828,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,10,2.125944143531268,3.589140344413903,0.09711464663455072,3.578033914039277,0.9117877082309707,0.09046259032631339,True,9.547918011776346e-15,0;2,-0.07803391403927717,-0.04576230444653229,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,12,2.125944143531268,3.589140344413903,0.026470676625482525,1.0690218332274422,0.02073700604215399,0.07206966686248223,True,0.0,0;1,-0.06902183322744215,-0.02073700604215399,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,13,2.125944143531268,3.589140344413903,0.04643824093865634,1.9642505716659682,-0.002961965678556782,0.03587192309998206,True,0.0,0;1,0.03574942833403183,0.002961965678556782,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,14,2.125944143531268,3.589140344413903,0.07728380601682527,3.0412163642257695,-0.04144837742837791,0.05845302961726241,True,4.440892098500626e-16,0;1,-0.041216364225769464,0.04144837742837791,True
dynamic_calibration,2,2,4,2,1.0415006370834607,1.0685222835793111,2.0629720717656332,3.5266209797758274,0.08873642305842852,measure_current_reference,,-0.03148603588281662,-0.03125968231903653,True,,,,,,,,,,,,,
